place_id,name,formatted_address,user_ratings_total,rating,geometry.location.lat,geometry.location.lng,price_level,suburb,delivery,dine_in,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup
ChIJ0ZRJ8dZC1moRBEDHtt4HFC8,Masani Italian Dining & Terrace,"313/315 Drummond St, Carlton VIC 3053, Australia",142,4.1,-37.7984018,144.9685483,3,Carlton,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
ChIJq3jpXS9D1moR3RVbdfkIqRs,La Luna Bistro,"320 Rathdowne St, Carlton North VIC 3054, Australia",566,4.6,-37.7911131,144.9718724,3,Carlton,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
ChIJoUcXFShD1moRvpVaSBcXB1U,Ziyka Restaurant,"234-236 Lygon St, Carlton VIC 3053, Australia",4889,4.3,-37.8016796,144.9672055,1,Carlton,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
ChIJadVBBddC1moRQ2acccqSVM0,East Imperial,"323 Rathdowne St, Carlton VIC 3053, Australia",230,4.2,-37.7991049,144.9700469,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
ChIJu-vPQ6tD1moRfQ_QZ0chCtM,Chapati Carlton,"401 Rathdowne St, Carlton VIC 3053, Australia",434,4.4,-37.7969174,144.9704275,NA,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
ChIJ1d_oafJD1moRng3uCPMHz64,Ms Frankie Carlton,"221-229 Faraday St, Carlton VIC 3053, Australia",157,4.4,-37.7988178,144.9667339,NA,Carlton,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
ChIJqxJ64_hD1moRYoENzn74t0I,"Grillers Mark (Carlton) - Cafe, Burger Bar & Grill","204-218 Lygon St, Carlton VIC 3053, Australia",32,4.9,-37.8021777,144.9671638,NA,Carlton,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
ChIJVwLea9ZC1moR4ktkrL0ASi8,Green Man's Arms Bar and Restaurant,"418 Lygon St, Carlton VIC 3053, Australia",873,4.5,-37.7969369,144.9677723,2,Carlton,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
ChIJk7yyY3FD1moRhHQZ08r9Wnk,La Cabra Mexican,"149 Lygon St, Carlton VIC 3053, Australia",260,4.4,-37.803698,144.966148,NA,Carlton,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ChIJpx6ZRNZC1moR9uwVZGupXkQ,Gemma Simply Italian,"183 Elgin St, Carlton VIC 3053, Australia",555,4.5,-37.7973853,144.968441,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
ChIJNS3-SNFC1moRSjpFcOCgHgI,Mr Pietro,"50 Grattan St, Carlton VIC 3053, Australia",121,4.2,-37.8006869,144.9678756,NA,Carlton,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
ChIJWWHZ3tNC1moRJGds6OvI02Y,Leyalina,"191 Lygon St, Carlton VIC 3053, Australia",801,4.5,-37.8011355,144.9665404,2,Carlton,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
ChIJ85nTnFBD1moRabBHwOY8Glk,Okra Sri Lankan Cuisine,"166 Rathdowne St, Carlton VIC 3053, Australia",140,4.8,-37.7954277,144.9710507,NA,Carlton,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA,NA
ChIJn8cnAwlD1moRnS74GMQorVs,Cairo Nights Restaurant & Bar,"5/252 Lygon St, Carlton VIC 3053, Australia",952,4.7,-37.8013126,144.9671422,NA,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
ChIJrR356-hD1moR_k3ly1Bt5NY,Khabbay Restaurant,"140-146 Lygon St, Carlton VIC 3053, Australia",1833,4.6,-37.8038319,144.9666754,2,Carlton,TRUE,TRUE,TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
ChIJU0MiVtFC1moR0ITexL30p4g,Papa Gino's,"221 Lygon St, Carlton VIC 3053, Australia",1893,4.3,-37.8002129,144.9668387,1,Carlton,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
ChIJCx-TVdFC1moRqlEsKzufEU4,Cafe Corretto,"227 Lygon St, Carlton VIC 3053, Australia",994,4.1,-37.7999901,144.966876,2,Carlton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
ChIJzUJtZ9FC1moR29GkS4f4wA4,Il Gusto,"256 Lygon St, Carlton VIC 3053, Australia",362,3.1,-37.801178,144.9670748,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
ChIJ9ef41tNC1moRt5H3ZbSBYVI,MIXITY Restaurant and Cafe,"171 Lygon St, Carlton VIC 3053, Australia",1439,4.6,-37.801665,144.966565,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
ChIJV1uGYtFC1moRuQ74n9--3dY,Cafe Cavallino,"181-187 Lygon St, Carlton VIC 3053, Australia",1035,4.1,-37.8013585,144.9665805,2,Carlton,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
ChIJGZp0PflD1moR7Y-BoLCyVnE,Zeus Street Greek Carlton,"280 Lygon St, Carlton VIC 3035, Australia",130,4.8,-37.800356,144.967273,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
ChIJSQrgjtZC1moR-5GNiUfB1N0,Brunetti Classico Carlton,"380 Lygon St, Carlton VIC 3053, Australia",3721,4.3,-37.7980417,144.9678255,2,Carlton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
ChIJGWoQsM5D1moRAhKHKPD1178,Torissong,"Shop2/143 Queensberry St, Carlton VIC 3053, Australia",706,4.4,-37.8047947,144.9639109,2,Carlton,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
ChIJ7VH3cIlD1moRqKJMYoMFPOo,"La Tonada Restaurant, Cocktail Bar &wine. Spanish paella & Colombian food","687 Rathdowne St, Carlton North VIC 3054, Australia",203,4.8,-37.7889052,144.9717675,NA,Carlton,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
ChIJs86AXhpD1moRsSunerOUTfw,Mint & Co.,"62 University St, Carlton VIC 3053, Australia",1659,4.2,-37.7993597,144.9677547,NA,Carlton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE
ChIJXTvTy9NC1moResqUQkLditE,Don Tojo,"164 Cardigan St, Carlton VIC 3053, Australia",921,4.5,-37.8013596,144.9655228,1,Carlton,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
ChIJzw4z39NC1moRnwBBUd7WdHk,Seasons,"189 Lygon St, Carlton VIC 3053, Australia",3,2.3,-37.8012061,144.9666688,NA,Carlton,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,NA
ChIJFwfa3hJD1moRkTwSXl6sqX4,Lord Lygon,"66 Lygon St, Carlton VIC 3053, Australia",86,4.7,-37.8051997,144.9663893,NA,Carlton,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA
ChIJH03gTahD1moR2mFxHL_kA24,Aperitivo Bar Ristorante,"275 Lygon St, Carlton VIC 3053, Australia",95,4.6,-37.7990434,144.9670552,NA,Carlton,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
ChIJZ1aWcy5d1moRhUqs_665Tdw,Isabella Cafe,"300 Grattan St, Parkville VIC 3052, Australia",43,3.9,-37.7991075,144.9553381,NA,Parkville,NA,TRUE,NA,FALSE,TRUE,TRUE,NA,TRUE,NA,FALSE,TRUE,TRUE,NA
ChIJp0UPmTFd1moRE-6KpkXJSps,Bistroteca Parkville,"476 Brunswick Rd, Parkville VIC 3055, Australia",0,0,-37.7750885,144.9381491,NA,Parkville,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
ChIJRczf8yVd1moR3A-gbWHjBhE,The Farmacy,"48 Flemington Rd, Parkville VIC 3052, Australia",24,4.2,-37.7949609,144.9497837,NA,Parkville,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
ChIJ8fL2_dBc1moR8QxN0Izki4g,Macaw Takeaway,"0 Elliott Ave, Parkville VIC 3052, Australia",16,2.6,-37.7838592,144.9528469,NA,Parkville,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,NA
ChIJeRCeFuhc1moR8POatotWCqc,The Member's Lounge @ Reggio Calabria Club,"476 Brunswick Rd, Parkville VIC 3052, Australia",178,4.5,-37.7751458,144.9380559,NA,Parkville,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
ChIJG3Knbi9d1moR6SLoLSqmsig,Shuji Sushi,"G1, Royal Children‘s Hospital, 50 Flemington Rd, Parkville VIC 3052, Australia",36,3.4,-37.7941655,144.9493418,1,Parkville,NA,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
ChIJS5FePDdD1moRH_Mnz1QKVrU,Passeggiata (Italian Cuisine),"Student Pavilion, Student Pavilion, Building 162 Monash Rd, Cnr, 761 Swanston St, Parkville VIC 3052, Australia",4,4.3,-37.798621,144.9636212,NA,Parkville,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,NA
ChIJ0zWW5CVd1moRqNmEn2r2UCw,Three Pandas Dumpling House,"50 Flemington Rd, Parkville VIC 3052, Australia",96,3.9,-37.794254,144.9493918,NA,Parkville,TRUE,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,TRUE,NA,NA
ChIJDWIfTCtd1moR_OiUxJ6Ynm4,Zambrero Parkville,"Eastern Resource Centre, University of Melbourne, Parkville VIC 3052, Australia",124,4.2,-37.7994376,144.9626088,2,Parkville,TRUE,TRUE,FALSE,FALSE,NA,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
ChIJSyRSDzJd1moRtFTFbd9Sku8,McDonald's,"Royal Children's Hospital, Flemington Rd, Parkville VIC 3052, Australia",366,3.9,-37.7935429,144.9496746,1,Parkville,TRUE,TRUE,NA,FALSE,TRUE,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
ChIJnS5Q8o9D1moRv4p5cEph07M,Roll'd Parkville,"The University of Melbourne. Tenancy SP4, Student Pavilion, Building 162 Monash Rd, Cnr, 761 Swanston St, Parkville VIC 3052, Australia",22,2.8,-37.7986532,144.9637136,NA,Parkville,TRUE,TRUE,NA,NA,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,FALSE
ChIJ_zwn0mlD1moRR_xGkFunlo8,Cosmos Pizza,"159 The University of Melbourne, Arts & Cultural Building Monash Road, Swanston St, Parkville VIC 3052, Australia",18,4.1,-37.7985373,144.9628486,NA,Parkville,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,FALSE
ChIJE4xysHpD1moRFVkzNEqVOAw,Superfragilistic,"761 Swanston St, Parkville VIC 3052, Australia",0,0,-37.7987032,144.9635461,NA,Parkville,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,NA
ChIJ8zj2LyRd1moRRdPE82K0t2U,Thyme Square Café,"243 Flemington Rd, North Melbourne VIC 3051, Australia",337,4.6,-37.79361,144.9469146,2,Parkville,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,TRUE,NA,FALSE,TRUE,TRUE,NA
ChIJizWRdaBd1moRqldQY0qBOjw,Sushi Sushi Melbourne Zoo,"0 Elliott Ave, Parkville VIC 3052, Australia",10,3.4,-37.7836312,144.9532723,1,Parkville,TRUE,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,NA
ChIJKZZBzu9D1moRef10MlolYxw,PappaRich Melbourne Uni,"DM, 6, Building 168/189 Grattan St, Parkville VIC 3052, Australia",13,3.8,-37.7991062,144.9628749,2,Parkville,TRUE,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,NA
ChIJKbx-Pi5d1moRC5HyXzxUfv0,Lanna Thai,"65 Flemington Rd, North Melbourne VIC 3051, Australia",259,4.3,-37.7992987,144.9541034,2,Parkville,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
ChIJkdJo8NJc1moR5PR6uu2mNZM,Parkside,"369 Royal Parade, Parkville VIC 3052, Australia",187,4.2,-37.7849727,144.9586345,2,Parkville,FALSE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA
ChIJKcJ5mCtd1moREh7qP6BA6Cg,Naughtons Hotel,"43 Royal Parade, Parkville VIC 3052, Australia",728,4.5,-37.7956103,144.9576195,NA,Parkville,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA
ChIJ9V_NxSxd1moRs6q3RYpM814,Carte Crepes,"John Medley Building, University of Melbourne, Parkville VIC 3052, Australia",126,4.6,-37.799191,144.960443,1,Parkville,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
ChIJ2cJ6gS9d1moRszBoRpEYDpk,Polo Café,"Cnr Flemington Road &, Harker St, North Melbourne VIC 3051, Australia",17,4.4,NA,-37.7972222,NA,Parkville,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
ChIJoXgvEqNd1moRWtbnD2xI6Ro,Healthy Choices Salads & Spuds,"Royal Melbourne Hospital, Ground Floor, 300 Grattan St, Parkville VIC 3052, Australia",0,0,NA,-37.7985908,NA,Parkville,NA,TRUE,NA,NA,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,FALSE
ChIJe9LnviVd1moReKaaWGULSjI,Royal Kebab Cafe,"193 Flemington Rd, North Melbourne VIC 3051, Australia",363,4.3,NA,-37.7949989,1,Parkville,TRUE,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,NA,FALSE,TRUE,NA,NA
ChIJ2290PC5d1moRlh5iYJk-9A0,Mum Mum Asian Street Food,"67 Flemington Rd, North Melbourne VIC 3051, Australia",210,4.6,NA,-37.799353,1,Parkville,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
ChIJWT2MP21D1moRSrbBc07fl_E,Moonfishh - Melbourne University,"Student Pavilion, The University of Melbourne Tenancy SP5, Student Pavilion, Building 162 Monash Rd, Cnr, 761 Swanston St, Parkville VIC 3052, Australia",6,4.8,NA,-37.798621,NA,Parkville,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,FALSE
ChIJDb-atVJd1moRDOP2H9AgeUI,Cafe Piccolina,"52 Morrah St, Parkville VIC 3052, Australia",88,4.5,NA,-37.7952893,2,Parkville,NA,TRUE,NA,FALSE,TRUE,TRUE,NA,TRUE,NA,FALSE,TRUE,TRUE,NA
ChIJkQgB4SVd1moRNfEY9tvhwEM,Parkville Cafe,"Tenancy B & C 50/54 Flemington Rd, Parkville VIC 3052, Australia",81,3.5,NA,-37.7929997,NA,Parkville,NA,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,TRUE,NA
ChIJr3YpXIhd1moRI29vA7Z2c7Q,Gai Wong,"Shop 1/5-17 Flemington Rd, North Melbourne VIC 3051, Australia",689,4.5,NA,-37.8008832,1,Parkville,TRUE,TRUE,TRUE,FALSE,NA,NA,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
ChIJtdVOIi5d1moRvkK585QpJWc,Eat Pizza,"55 Flemington Rd, North Melbourne VIC 3051, Australia",350,4.6,NA,-37.7995645,1,Parkville,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,TRUE,NA,NA
ChIJuUZIPytd1moRjbSpbkrKYXw,University House,"112 Professors Walk The University of, VIC 3052, Australia",139,4.6,NA,-37.7962995,NA,Parkville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
ChIJC6iOT_1d1moRuZDIln4vAb4,NARUTO Japanese Restaurant(Parkville),"441 Royal Parade, Parkville VIC 3052, Australia",0,0,TRUE,-37.7830499,NA,Parkville,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
ChIJq6r-syFd1moRMX0EQl1l9l8,Fat,"435-437 Flemington Rd, North Melbourne VIC 3051, Australia",0,0,NA,-37.7889683,NA,Parkville,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,NA,NA
